gene	p_val	avg_logFC	avg_FC	pct.1	pct.2	p_val_adj	cluster		
MBNL1	2.29E-148	0.283225607	1.216912643	0.515	0.207	4.75E-144	4		
ANP32E	8.51E-148	0.331789272	1.258573326	0.515	0.207	1.76E-143	4		
GFPT1	8.13E-147	0.250385721	1.189525106	0.525	0.206	1.68E-142	4		
ZFP36L2	1.18E-145	0.381569148	1.30275803	0.594	0.271	2.44E-141	4		
APRT	1.47E-145	0.272928425	1.208257897	0.701	0.328	3.04E-141	4		
NEAT1	6.18E-143	0.473264652	1.38824736	0.958	0.942	1.28E-138	4		
TCIM	1.03E-142	0.348225419	1.272993823	0.69	0.328	2.13E-138	4		
SYNGR2	3.39E-141	0.263825896	1.200658523	0.765	0.371	7.03E-137	4		
MT1E	3.94E-140	0.279296627	1.213603059	0.378	0.129	8.16E-136	4		
DNAJB1	7.60E-140	0.27277536	1.208129712	0.508	0.203	1.57E-135	4		
MGLL	1.90E-137	0.255079962	1.193401886	0.541	0.227	3.93E-133	4		
TM4SF1	1.58E-134	0.401002128	1.320424788	0.938	0.81	3.26E-130	4		
PSMB3	1.20E-133	0.280380042	1.214514776	0.646	0.301	2.48E-129	4		
TIMP3	4.42E-133	0.423205332	1.340903422	0.519	0.232	9.16E-129	4		
ZFP36L1	4.45E-133	0.328120394	1.255376749	0.934	0.847	9.21E-129	4		
PRDX5	1.85E-132	0.268204085	1.204307731	0.805	0.418	3.84E-128	4		
RHOB	4.64E-128	0.340244428	1.265971063	0.543	0.246	9.60E-124	4		
S100A13	1.54E-126	0.255099941	1.193418413	0.725	0.358	3.19E-122	4		
RAN	3.85E-126	0.308922675	1.2387823	0.732	0.39	7.98E-122	4		
KLF6	1.73E-125	0.333787923	1.26031811	0.541	0.244	3.59E-121	4		
SEM1	1.33E-124	0.253800623	1.192344082	0.633	0.304	2.75E-120	4		
S100A16	4.03E-124	0.330136062	1.25713193	0.894	0.679	8.34E-120	4		
MT-CO1	2.17E-123	0.324110908	1.251892695	1	1	4.50E-119	4		
FBXO32	1.14E-122	0.280733428	1.214812306	0.37	0.134	2.37E-118	4		
HSPD1	2.00E-120	0.312331577	1.241712844	0.704	0.375	4.14E-116	4		
HIST1H4C	1.02E-119	0.336312569	1.262525537	0.262	0.077	2.11E-115	4		
TFPI2	1.79E-119	0.603470701	1.519367325	0.866	0.726	3.70E-115	4		
KDELR2	1.95E-119	0.269835201	1.205670097	0.91	0.679	4.03E-115	4		
OCIAD2	2.60E-118	0.262137923	1.199254558	0.705	0.347	5.38E-114	4		
TALDO1	3.77E-114	0.274238474	1.209355562	0.774	0.422	7.81E-110	4		
LSM5	1.64E-113	0.259426345	1.197002649	0.441	0.185	3.39E-109	4		
CTSC	3.76E-110	0.277685897	1.21224886	0.717	0.368	7.78E-106	4		
ATF3	4.66E-108	0.282873982	1.216616084	0.342	0.127	9.64E-104	4		
MT-CO2	4.64E-100	0.308462972	1.238387635	1	1	9.61E-96	4		
AQP1	2.00E-92	0.378391539	1.299891798	0.262	0.091	4.14E-88	4		
ANXA1	5.44E-86	0.252462002	1.191238265	0.627	0.337	1.13E-81	4		
ISG15	3.06E-84	0.351543531	1.275925002	0.641	0.354	6.34E-80	4		
FOLR1	6.61E-84	0.253903763	1.192429327	0.863	0.634	1.37E-79	4		
FOSB	3.23E-82	0.284087405	1.217639786	0.518	0.267	6.70E-78	4		
TXNRD1	2.02E-77	0.272706745	1.208072255	0.345	0.151	4.19E-73	4		
H2AFZ	6.00E-69	0.401261297	1.320662014	0.537	0.32	1.24E-64	4		
CXCL1	1.04E-67	0.300686803	1.231730646	0.324	0.145	2.15E-63	4		
IFI27	4.03E-59	0.382653014	1.303737133	0.498	0.299	8.35E-55	4		
IFI6	1.13E-56	0.257025157	1.195012043	0.581	0.348	2.34E-52	4		
CLDN10	2.47E-56	0.278940539	1.213303553	0.553	0.336	5.11E-52	4		
PLAT	3.38E-48	0.25445757	1.192887152	0.632	0.43	6.99E-44	4		
NNMT	1.60E-45	0.321566111	1.249686404	0.634	0.465	3.32E-41	4		
PTGS2	2.86E-32	0.395927891	1.315788757	0.679	0.664	5.92E-28	4		
LYZ	0	2.706244412	6.526205479	0.947	0.093	0	5		
SPP1	0	2.652907817	6.28933646	0.702	0.252	0	5		
HLA-DRA	0	2.355594769	5.118051872	0.96	0.311	0	5		
APOE	0	2.290551575	4.89243124	0.693	0.187	0	5		
CD74	0	2.24068859	4.726225909	0.96	0.269	0	5		
SRGN	0	2.105911253	4.30469569	0.981	0.122	0	5		
TYROBP	0	1.986030077	3.961454074	0.992	0.105	0	5		
ALOX5AP	0	1.943440762	3.846218603	0.919	0.08	0	5		
RETN	0	1.911531808	3.762083337	0.787	0.034	0	5		
APOC1	0	1.895712257	3.721056398	0.655	0.071	0	5		
VIM	0	1.760221293	3.387500813	0.981	0.294	0	5		
FCER1G	0	1.758325432	3.383052187	0.936	0.058	0	5		
C1QA	0	1.700576891	3.250309029	0.75	0.057	0	5		
CTSB	0	1.656653351	3.152843043	0.884	0.189	0	5		
CCL2	0	1.621426874	3.076791909	0.451	0.037	0	5		
FTL	0	1.599138359	3.029623167	1	0.994	0	5		
S100A4	0	1.59585762	3.022741526	0.896	0.173	0	5		
HLA-DPA1	0	1.586083286	3.002331513	0.872	0.123	0	5		
S100A9	0	1.566408227	2.961664513	0.813	0.28	0	5		
CTSL	0	1.560013882	2.948566807	0.666	0.133	0	5		
HLA-DPB1	0	1.542580131	2.913150288	0.846	0.131	0	5		
CCL3	0	1.495075157	2.818788351	0.5	0.019	0	5		
CXCL8	0	1.482823772	2.794952514	0.566	0.147	0	5		
FOS	0	1.477878466	2.785388309	0.84	0.315	0	5		
C1QB	0	1.445133913	2.722880962	0.587	0.051	0	5		
LAPTM5	0	1.440689308	2.714505314	0.953	0.073	0	5		
CD14	0	1.433641833	2.701277459	0.774	0.041	0	5		
HLA-DRB5	0	1.433129587	2.70031851	0.862	0.217	0	5		
CST3	0	1.382693388	2.607547237	0.985	0.759	0	5		
VCAN	0	1.366176295	2.577864252	0.702	0.036	0	5		
AIF1	0	1.353157053	2.55470561	0.936	0.091	0	5		
B2M	0	1.33134904	2.516378672	1	0.971	0	5		
FCGR3A	0	1.320679949	2.497838063	0.8	0.033	0	5		
IL1B	0	1.303463422	2.468207049	0.443	0.015	0	5		
CXCL3	0	1.300097799	2.462455748	0.52	0.117	0	5		
PLIN2	0	1.290309371	2.445804977	0.586	0.131	0	5		
CD68	0	1.265398708	2.403936368	0.832	0.046	0	5		
BTG1	0	1.251373107	2.380678999	0.921	0.268	0	5		
HLA-DRB1	0	1.232921311	2.350424454	0.835	0.195	0	5		
GLUL	0	1.174616573	2.257328797	0.809	0.133	0	5		
C1QC	0	1.166101086	2.24404419	0.627	0.03	0	5		
S100A8	0	1.160638777	2.235563889	0.573	0.037	0	5		
CYBA	0	1.13104334	2.190170735	0.965	0.544	0	5		
GPNMB	0	1.125669253	2.182027453	0.648	0.045	0	5		
CTSS	0	1.120236796	2.173826496	0.89	0.124	0	5		
HLA-B	0	1.105007606	2.151000121	0.983	0.642	0	5		
SLC11A1	0	1.101971257	2.146477807	0.738	0.02	0	5		
FABP5	0	1.081978965	2.116937924	0.573	0.058	0	5		
CTSZ	0	1.06987747	2.099255067	0.858	0.221	0	5		
NPC2	0	1.067124256	2.095252706	0.935	0.345	0	5		
CYBB	0	1.058414317	2.082641207	0.744	0.019	0	5		
TMSB4X	0	1.053423686	2.075449295	1	0.969	0	5		
SLC2A3	0	1.048628945	2.068563069	0.751	0.104	0	5		
MS4A7	0	1.042849905	2.060293547	0.757	0.023	0	5		
RGS1	0	1.030365588	2.042541779	0.642	0.067	0	5		
HBEGF	0	1.026154071	2.036587883	0.611	0.044	0	5		
FBP1	0	1.01358969	2.01892832	0.651	0.056	0	5		
ID3	0	1.012552227	2.017477001	0.58	0.066	0	5		
GPR183	0	1.010368105	2.014425017	0.643	0.029	0	5		
GRN	0	0.99721067	1.996136903	0.878	0.337	0	5		
FTH1	0	0.995194838	1.993349712	1	0.999	0	5		
MRC1	0	0.990695939	1.987143334	0.589	0.015	0	5		
C1orf162	0	0.987838724	1.983211749	0.769	0.041	0	5		
CEBPB	0	0.980780087	1.97353224	0.796	0.179	0	5		
FCGR2B	0	0.962697761	1.948950921	0.642	0.013	0	5		
RNASET2	0	0.955997273	1.939920154	0.809	0.205	0	5		
SGK1	0	0.942915715	1.922409543	0.67	0.095	0	5		
MS4A6A	0	0.942812716	1.9222723	0.619	0.034	0	5		
FCGR2A	0	0.928658701	1.90350545	0.702	0.03	0	5		
PFN1	0	0.928110124	1.902781791	0.903	0.341	0	5		
ITGB2	0	0.918619405	1.89030549	0.768	0.051	0	5		
IL1RN	0	0.915741987	1.886539081	0.379	0.012	0	5		
CALM1	0	0.900633494	1.866885562	0.899	0.363	0	5		
SH3BGRL3	0	0.886392049	1.848547416	0.961	0.744	0	5		
LST1	0	0.885526373	1.847438544	0.717	0.053	0	5		
TGM2	0	0.883095649	1.844328509	0.539	0.135	0	5		
AP1S2	0	0.8812744	1.842001709	0.558	0.041	0	5		
CCL4L2	0	0.876161561	1.835485301	0.32	0.032	0	5		
HLA-DQA2	0	0.872985662	1.831449171	0.639	0.05	0	5		
CCL4	0	0.86452878	1.820744869	0.347	0.049	0	5		
CCL3L1	0	0.853489079	1.80686545	0.369	0.018	0	5		
LCP1	0	0.852353708	1.805444044	0.729	0.061	0	5		
YWHAH	0	0.8510207	1.803776637	0.659	0.234	0	5		
BCL2A1	0	0.844160935	1.79522035	0.609	0.033	0	5		
HLA-E	0	0.842717024	1.793424515	0.827	0.194	0	5		
COTL1	0	0.838652336	1.788378783	0.689	0.125	0	5		
C5AR1	0	0.831074554	1.779009919	0.601	0.012	0	5		
ASAH1	0	0.830669366	1.778510344	0.686	0.107	0	5		
GSTO1	0	0.83062214	1.778452127	0.746	0.141	0	5		
HLA-C	0	0.828431577	1.775753805	0.97	0.755	0	5		
LSP1	0	0.825783163	1.772496972	0.742	0.049	0	5		
DUSP1	0	0.820655441	1.766208229	0.779	0.321	0	5		
ATP6V1F	0	0.812525261	1.756282911	0.77	0.202	0	5		
PTPRC	0	0.810575681	1.75391117	0.786	0.08	0	5		
METRNL	0	0.808393914	1.751260758	0.718	0.092	0	5		
CD52	0	0.807144069	1.749744252	0.589	0.082	0	5		
TYMP	0	0.804522534	1.746567662	0.85	0.331	0	5		
MSR1	0	0.802200065	1.743758278	0.544	0.015	0	5		
HLA-DMA	0	0.794582272	1.73457506	0.735	0.192	0	5		
IGSF6	0	0.793574795	1.733364178	0.616	0.026	0	5		
MNDA	0	0.787853245	1.726503484	0.617	0.029	0	5		
BASP1	0	0.769517676	1.70469977	0.595	0.039	0	5		
NR4A2	0	0.764650341	1.69895818	0.573	0.056	0	5		
CAPG	0	0.75189835	1.68400725	0.793	0.239	0	5		
EMP3	0	0.750172064	1.681993423	0.794	0.241	0	5		
ZEB2	0	0.747149495	1.678473191	0.656	0.032	0	5		
PLAUR	0	0.746728199	1.677983115	0.741	0.304	0	5		
HLA-DQA1	0	0.735368238	1.664822349	0.548	0.037	0	5		
CTSH	0	0.734335681	1.66363124	0.711	0.069	0	5		
OLR1	0	0.731687371	1.660580164	0.5	0.007	0	5		
ETS2	0	0.723923777	1.651668064	0.655	0.055	0	5		
NAMPT	0	0.7233837	1.651049873	0.675	0.171	0	5		
CD83	0	0.722520428	1.650062222	0.534	0.051	0	5		
PLXDC2	0	0.700097396	1.624614466	0.633	0.022	0	5		
GRB2	0	0.699369727	1.623795248	0.715	0.133	0	5		
SAMHD1	0	0.698515239	1.622833781	0.66	0.042	0	5		
AC020656.1	0	0.698243487	1.622528126	0.559	0.012	0	5		
ARHGAP18	0	0.694711367	1.618560583	0.679	0.071	0	5		
PYCARD	0	0.690414207	1.613746769	0.682	0.041	0	5		
ID2	0	0.685421624	1.608171897	0.583	0.054	0	5		
SPI1	0	0.684833624	1.607516587	0.648	0.024	0	5		
OAZ1	0	0.679304406	1.601367472	0.983	0.849	0	5		
TREM2	0	0.674249103	1.595765989	0.535	0.011	0	5		
DAB2	0	0.672885434	1.594258346	0.581	0.068	0	5		
ARPC5	0	0.672495001	1.593826955	0.838	0.271	0	5		
ATP1B3	0	0.671032045	1.592211564	0.646	0.116	0	5		
NCF2	0	0.67032406	1.591430396	0.615	0.02	0	5		
RGS2	0	0.667405335	1.588214019	0.459	0.032	0	5		
LIMS1	0	0.664351627	1.58485585	0.678	0.139	0	5		
LITAF	0	0.663234177	1.583628764	0.655	0.106	0	5		
OSM	0	0.659140191	1.579141216	0.376	0.009	0	5		
ATP6V0B	0	0.658921054	1.578901372	0.79	0.267	0	5		
ZNF331	0	0.656616813	1.576381598	0.466	0.047	0	5		
PLEK	0	0.648918317	1.567992128	0.516	0.018	0	5		
BTG2	0	0.645451048	1.564228254	0.525	0.078	0	5		
CD163	0	0.631248275	1.548904586	0.5	0.008	0	5		
CD53	0	0.629832073	1.54738487	0.646	0.029	0	5		
ARHGDIB	0	0.62936209	1.546880864	0.705	0.185	0	5		
MS4A4A	0	0.624581977	1.541764032	0.555	0.012	0	5		
CD86	0	0.623861472	1.540994243	0.601	0.011	0	5		
MARCKS	0	0.620228329	1.537118435	0.571	0.161	0	5		
FGL2	0	0.608825399	1.525017078	0.513	0.012	0	5		
H2AFY	0	0.599591271	1.515287211	0.673	0.129	0	5		
AP2S1	0	0.597115061	1.512688636	0.759	0.255	0	5		
IFNGR1	0	0.595587672	1.511087991	0.617	0.054	0	5		
GNAI2	0	0.59502842	1.510502341	0.787	0.292	0	5		
SH3BGRL	0	0.594569873	1.510022318	0.66	0.068	0	5		
SERPINA1	0	0.588914928	1.504115055	0.598	0.055	0	5		
TLN1	0	0.585670405	1.500736203	0.661	0.119	0	5		
MAFB	0	0.582906636	1.497863997	0.488	0.024	0	5		
CSF1R	0	0.58176648	1.496680709	0.533	0.009	0	5		
PLAC8	0	0.580431504	1.495296419	0.294	0.021	0	5		
CLEC5A	0	0.579769671	1.494610612	0.455	0.008	0	5		
THBD	0	0.574066477	1.488713851	0.403	0.011	0	5		
CPVL	0	0.570151429	1.484679398	0.462	0.018	0	5		
FYB1	0	0.567677511	1.482135667	0.6	0.073	0	5		
CCDC88A	0	0.560223513	1.47449764	0.572	0.048	0	5		
HCST	0	0.55974206	1.474005656	0.537	0.044	0	5		
GMFG	0	0.559055645	1.47330451	0.62	0.062	0	5		
RGCC	0	0.557593352	1.471811949	0.398	0.039	0	5		
HLA-DMB	0	0.550853969	1.464952583	0.485	0.044	0	5		
TGFBI	0	0.545235745	1.459258776	0.644	0.199	0	5		
FPR1	0	0.544742445	1.458759898	0.483	0.007	0	5		
MCEMP1	0	0.54285355	1.456851219	0.385	0.007	0	5		
CXCL16	0	0.535731195	1.449676702	0.52	0.046	0	5		
PMP22	0	0.534881287	1.448822933	0.475	0.045	0	5		
SLC16A10	0	0.531880006	1.445812036	0.425	0.005	0	5		
TFRC	0	0.530385831	1.444315408	0.4	0.044	0	5		
EPSTI1	0	0.524329694	1.438265177	0.497	0.045	0	5		
RAB31	0	0.523628991	1.437566795	0.591	0.088	0	5		
TMEM176B	0	0.516135048	1.430118851	0.428	0.029	0	5		
ACP5	0	0.513835065	1.427840733	0.391	0.072	0	5		
SLCO2B1	0	0.512682977	1.426700963	0.418	0.008	0	5		
CORO1A	0	0.511195768	1.425230999	0.487	0.056	0	5		
ADAP2	0	0.509736115	1.423789745	0.506	0.027	0	5		
QKI	0	0.507478619	1.421563573	0.58	0.083	0	5		
CREM	0	0.498935358	1.413170324	0.489	0.058	0	5		
CD37	0	0.496890165	1.411168405	0.527	0.04	0	5		
SDCBP	0	0.495371402	1.409683612	0.658	0.212	0	5		
CLEC7A	0	0.493935471	1.408281235	0.506	0.052	0	5		
EVI2B	0	0.489118023	1.403586545	0.514	0.035	0	5		
KCTD12	0	0.483172394	1.397813992	0.477	0.025	0	5		
FCN1	0	0.480679608	1.39540084	0.255	0.003	0	5		
VSIG4	0	0.477967001	1.392779623	0.379	0.006	0	5		
SLC8A1	0	0.475982976	1.390865559	0.46	0.011	0	5		
M6PR	0	0.472408437	1.387423703	0.541	0.088	0	5		
PPT1	0	0.469838094	1.384954033	0.54	0.092	0	5		
HCLS1	0	0.466456257	1.38171135	0.494	0.03	0	5		
HAVCR2	0	0.465819889	1.381102016	0.456	0.009	0	5		
KLF4	0	0.465413108	1.380712657	0.444	0.054	0	5		
SAMSN1	0	0.464760047	1.380087794	0.462	0.027	0	5		
DOCK8	0	0.457502111	1.373162259	0.475	0.026	0	5		
CXCR4	0	0.456102598	1.371830843	0.501	0.077	0	5		
HMOX1	0	0.455567958	1.371322559	0.33	0.027	0	5		
ALOX5	0	0.455146126	1.370921655	0.449	0.013	0	5		
TNFSF13B	0	0.453317039	1.369184665	0.431	0.017	0	5		
ATP2B1-AS1	0	0.453254102	1.369124936	0.357	0.014	0	5		
IL4I1	0	0.451215832	1.367191974	0.348	0.006	0	5		
MXD1	0	0.450007045	1.366046928	0.438	0.061	0	5		
SMIM25	0	0.449623544	1.36568385	0.4	0.011	0	5		
SNX3	0	0.447191419	1.363383492	0.615	0.164	0	5		
RNASE6	0	0.444980801	1.361296	0.432	0.009	0	5		
BLOC1S1	0	0.44485599	1.361178237	0.615	0.152	0	5		
CMTM6	0	0.44477184	1.361098844	0.584	0.158	0	5		
OGFRL1	0	0.443274147	1.359686591	0.472	0.079	0	5		
PHACTR1	0	0.441642125	1.35814934	0.385	0.01	0	5		
CD84	0	0.440314684	1.356900265	0.452	0.02	0	5		
RNF130	0	0.439573083	1.356202945	0.5	0.057	0	5		
IFI30	0	0.43922384	1.35587468	0.378	0.005	0	5		
SNX10	0	0.438933185	1.355601544	0.474	0.053	0	5		
PILRA	0	0.43857756	1.355267429	0.426	0.007	0	5		
SLA	0	0.436881627	1.353675206	0.443	0.029	0	5		
FAM49B	0	0.435732585	1.352597493	0.574	0.133	0	5		
MAP3K8	0	0.430185539	1.34740685	0.439	0.036	0	5		
APBB1IP	0	0.429836064	1.347080497	0.449	0.027	0	5		
CREG1	0	0.428963636	1.346266136	0.476	0.093	0	5		
PAK2	0	0.428518645	1.345850951	0.589	0.138	0	5		
LAMTOR4	0	0.42622625	1.343714136	0.606	0.156	0	5		
F13A1	0	0.425272593	1.342826202	0.277	0.016	0	5		
TNFRSF1B	0	0.424705784	1.342298733	0.432	0.026	0	5		
LY86	0	0.421539458	1.339355981	0.428	0.012	0	5		
IER5	0	0.421297241	1.339131132	0.39	0.073	0	5		
LAIR1	0	0.415724214	1.333968143	0.414	0.007	0	5		
GPSM3	0	0.414925415	1.33322975	0.48	0.034	0	5		
DUSP2	0	0.409766807	1.328471067	0.322	0.046	0	5		
MGAT1	0	0.408017099	1.326860866	0.445	0.055	0	5		
RNF13	0	0.407849422	1.326706661	0.5	0.095	0	5		
ITGAM	0	0.405679414	1.324712616	0.397	0.005	0	5		
MFSD1	0	0.404979578	1.324070167	0.44	0.038	0	5		
IL7R	0	0.402704906	1.321984174	0.34	0.037	0	5		
PLSCR1	0	0.402480687	1.321778732	0.563	0.146	0	5		
ANPEP	0	0.402419469	1.321722646	0.371	0.004	0	5		
CFD	0	0.401997147	1.321335793	0.34	0.046	0	5		
GLIPR1	0	0.396409843	1.316228388	0.411	0.025	0	5		
XAF1	0	0.395832397	1.315701667	0.418	0.056	0	5		
ABCA1	0	0.395000247	1.314942985	0.371	0.028	0	5		
ATP6V1B2	0	0.394904204	1.31485545	0.401	0.019	0	5		
01-Mar	0	0.394101589	1.314124159	0.394	0.008	0	5		
NINJ1	0	0.392860666	1.312994311	0.403	0.042	0	5		
CSTA	0	0.391589571	1.311838	0.394	0.014	0	5		
TPP1	0	0.390335161	1.310697865	0.512	0.114	0	5		
ATP6V0D1	0	0.389306585	1.30976373	0.447	0.072	0	5		
PLEKHO1	0	0.388178301	1.308739807	0.411	0.036	0	5		
SARAF	0	0.387975619	1.308555957	0.558	0.146	0	5		
ARRB2	0	0.387939287	1.308523004	0.428	0.021	0	5		
SIRPA	0	0.380657772	1.301935315	0.403	0.006	0	5		
FKBP1A	0	0.378989791	1.300430944	0.52	0.111	0	5		
LYN	0	0.378686854	1.300157909	0.482	0.086	0	5		
FPR3	0	0.374719331	1.296587285	0.36	0.006	0	5		
JAML	0	0.37433405	1.29624107	0.317	0.016	0	5		
DOCK10	0	0.372056334	1.294196189	0.406	0.024	0	5		
RAB32	0	0.372004774	1.294149937	0.414	0.045	0	5		
MEF2C	0	0.371787851	1.293955363	0.39	0.047	0	5		
LILRB4	0	0.371514884	1.293710563	0.36	0.005	0	5		
CARD16	0	0.371446951	1.293649646	0.409	0.033	0	5		
SNX2	0	0.367306431	1.289942207	0.437	0.052	0	5		
SMAP2	0	0.366237817	1.288987093	0.434	0.074	0	5		
ATP2B1	0	0.361335305	1.284614339	0.391	0.039	0	5		
DSE	0	0.361130234	1.284431751	0.388	0.03	0	5		
LCP2	0	0.36017447	1.283581116	0.37	0.02	0	5		
GPRIN3	0	0.356774199	1.280559421	0.392	0.021	0	5		
PDE4B	0	0.356563641	1.28037254	0.345	0.025	0	5		
CYTIP	0	0.355096953	1.279071535	0.36	0.033	0	5		
HEXB	0	0.353475261	1.277634575	0.427	0.075	0	5		
LIPA	0	0.351929207	1.276266141	0.343	0.035	0	5		
LRP1	0	0.350609827	1.275099498	0.443	0.084	0	5		
SLC7A7	0	0.350166222	1.274707486	0.347	0.008	0	5		
GLIPR2	0	0.349081959	1.273749835	0.383	0.026	0	5		
DPP7	0	0.348759475	1.273465146	0.446	0.074	0	5		
FMNL1	0	0.348536358	1.273268217	0.37	0.018	0	5		
ATOX1	0	0.347950724	1.272751463	0.468	0.103	0	5		
OTUD1	0	0.347771949	1.272593756	0.282	0.011	0	5		
GRASP	0	0.345676935	1.270747097	0.265	0.014	0	5		
SLC15A3	0	0.34560695	1.270685455	0.351	0.006	0	5		
LINC01094	0	0.344958263	1.270114238	0.331	0.008	0	5		
BAX	0	0.3445159	1.269724851	0.445	0.091	0	5		
CEP170	0	0.344285025	1.269521673	0.447	0.086	0	5		
RHOG	0	0.344261157	1.269500671	0.426	0.061	0	5		
TMEM176A	0	0.343876596	1.269162321	0.318	0.024	0	5		
ATF5	0	0.341840865	1.267372718	0.316	0.033	0	5		
CD93	0	0.34090869	1.266554089	0.327	0.014	0	5		
LAT2	0	0.339602585	1.265407968	0.357	0.015	0	5		
AXL	0	0.338749295	1.264659757	0.337	0.016	0	5		
IFIT3	0	0.338583655	1.264514566	0.274	0.032	0	5		
ZYX	0	0.335142999	1.261502442	0.375	0.05	0	5		
CD4	0	0.331878318	1.25865101	0.349	0.013	0	5		
PECAM1	0	0.331161138	1.258025476	0.367	0.019	0	5		
DOCK2	0	0.330594927	1.257531838	0.357	0.015	0	5		
GNB4	0	0.330410959	1.257371492	0.34	0.016	0	5		
ZFYVE16	0	0.329758928	1.256803348	0.355	0.046	0	5		
NCKAP1L	0	0.326459611	1.253932432	0.354	0.014	0	5		
A2M	0	0.323015779	1.250942762	0.331	0.029	0	5		
MYO1F	0	0.321408417	1.249549814	0.356	0.016	0	5		
RASSF4	0	0.320909895	1.249118108	0.345	0.036	0	5		
RNASE2	0	0.320397021	1.248674129	0.274	0.003	0	5		
C3AR1	0	0.319561408	1.247951103	0.319	0.005	0	5		
FCGR1A	0	0.31561468	1.244541795	0.305	0.005	0	5		
CELF2	0	0.314151472	1.243280197	0.398	0.062	0	5		
MX2	0	0.313843647	1.243014949	0.319	0.043	0	5		
MPP1	0	0.313246089	1.242500204	0.314	0.008	0	5		
AQP9	0	0.310193383	1.239873885	0.266	0.003	0	5		
NCF1	0	0.309813508	1.239547458	0.317	0.032	0	5		
VSIR	0	0.308214939	1.238174746	0.327	0.02	0	5		
THEMIS2	0	0.30806556	1.238046549	0.32	0.012	0	5		
NFIL3	0	0.307963159	1.237958678	0.332	0.035	0	5		
WAS	0	0.305148256	1.235545599	0.322	0.015	0	5		
AC004687.1	0	0.304995575	1.235414848	0.287	0.012	0	5		
OSCAR	0	0.3045068	1.234996369	0.312	0.003	0	5		
BMP2K	0	0.304044064	1.234600314	0.327	0.021	0	5		
CD300A	0	0.302240382	1.23305776	0.31	0.005	0	5		
GNAQ	0	0.302132493	1.232965552	0.379	0.06	0	5		
GM2A	0	0.301658734	1.232560731	0.289	0.018	0	5		
PTPN6	0	0.300532846	1.231599209	0.357	0.036	0	5		
MGAT4A	0	0.300071452	1.23120539	0.336	0.035	0	5		
FERMT3	0	0.298790714	1.230112884	0.328	0.017	0	5		
WIPF1	0	0.298118365	1.22953974	0.36	0.038	0	5		
LPCAT2	0	0.297198159	1.228755743	0.327	0.033	0	5		
ITGAX	0	0.296838451	1.228449414	0.272	0.005	0	5		
CASP1	0	0.295751898	1.227524567	0.327	0.017	0	5		
NR4A3	0	0.295501721	1.227311721	0.266	0.007	0	5		
RILPL2	0	0.292960637	1.225151904	0.34	0.044	0	5		
ERP44	0	0.292182853	1.224491579	0.369	0.053	0	5		
EPB41L3	0	0.291030296	1.223513734	0.303	0.018	0	5		
ETFB	0	0.290087911	1.222714782	0.343	0.029	0	5		
DPYSL2	0	0.286655842	1.219809487	0.346	0.049	0	5		
DOK2	0	0.28530001	1.21866366	0.31	0.018	0	5		
SLC43A2	0	0.285161844	1.218546954	0.286	0.019	0	5		
SAMD9L	0	0.284027765	1.217589451	0.326	0.051	0	5		
ENG	0	0.283601399	1.217229665	0.322	0.027	0	5		
SAP30	0	0.282660667	1.216436209	0.279	0.012	0	5		
SLC31A2	0	0.281687462	1.21561591	0.287	0.005	0	5		
TACC1	0	0.276925923	1.211610447	0.352	0.059	0	5		
SYK	0	0.276856217	1.211551908	0.309	0.02	0	5		
SH3BP5	0	0.274739836	1.209775909	0.312	0.045	0	5		
CORO1C	0	0.274122363	1.209258235	0.349	0.058	0	5		
ARHGAP30	0	0.274119103	1.209255503	0.316	0.021	0	5		
PARVG	0	0.273871032	1.209047589	0.299	0.012	0	5		
TGFBR1	0	0.272359456	1.20778148	0.289	0.022	0	5		
OSTF1	0	0.272179925	1.207631191	0.331	0.039	0	5		
ADAM10	0	0.27076015	1.20644333	0.331	0.047	0	5		
LACTB	0	0.269309126	1.205230532	0.325	0.045	0	5		
EVI2A	0	0.269196996	1.205136862	0.296	0.019	0	5		
PPIF	0	0.268985977	1.204960603	0.28	0.037	0	5		
LHFPL2	0	0.268574919	1.20461733	0.266	0.017	0	5		
IQGAP2	0	0.267615359	1.203816386	0.277	0.016	0	5		
NUP214	0	0.267070263	1.203361632	0.288	0.028	0	5		
GPR65	0	0.266124133	1.202572717	0.268	0.014	0	5		
NAIP	0	0.266022854	1.202488298	0.274	0.013	0	5		
ME2	0	0.264861892	1.201521024	0.291	0.035	0	5		
HCK	0	0.264293002	1.201047328	0.277	0.006	0	5		
TFEC	0	0.260670811	1.198035626	0.262	0.005	0	5		
EMILIN2	0	0.260251507	1.197687481	0.274	0.016	0	5		
TNFSF12	0	0.259779801	1.197295947	0.31	0.033	0	5		
PRNP	0	0.258510493	1.196243008	0.305	0.045	0	5		
GNA13	0	0.257771849	1.195630702	0.311	0.04	0	5		
RAB8B	0	0.25669965	1.19474245	0.293	0.026	0	5		
FKBP15	0	0.256306992	1.194417321	0.278	0.022	0	5		
MIS18BP1	0	0.256103506	1.194248866	0.294	0.041	0	5		
RGS19	0	0.254653572	1.193049227	0.293	0.026	0	5		
RAB20	0	0.254604412	1.193008575	0.265	0.013	0	5		
ITPR2	0	0.254338951	1.192789077	0.274	0.019	0	5		
TGFB1	0	0.250707843	1.18979073	0.318	0.042	0	5		
MOB1A	4.09E-307	0.354992805	1.278979203	0.489	0.117	8.48E-303	5		
